gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,annotated cluster,cell type,meta cell type identity,
Npm1,0.00000000000000000000000000000000000478208374082942,0.843208814058552,0.486,0.24,0.000000000000000000000000000000111900759535408,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Lmna,0.00000000000000000000000000000000000000414145391072779,0.841240645953104,0.334,0.11,0.0000000000000000000000000000000000969100215110304,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Gng11,0.000000000000000000000000000000000000000000000000635402825223016,0.836222503286187,0.199,0.033,0.0000000000000000000000000000000000000000000148684261102186,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Gpx7,0.00000000000000000000000000000000000000000000120832814693323,0.83278115926443,0.122,0.009,0.0000000000000000000000000000000000000000282748786382375,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fkbp10,0.0000000000000000000000000000000000000000000000000000000000015020261125767,0.829218587566537,0.125,0.005,0.0000000000000000000000000000000000000000000000000000000351474110342948,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nedd4,0.0000000000000000000000000000000000000000908806119474084,0.828781472486994,0.28,0.077,0.00000000000000000000000000000000000212660631956936,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tceal8,0.00000000000000000000000000000000236424349078226,0.82824939902712,0.197,0.044,0.0000000000000000000000000000553232976843049,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Gjb3,0.000000000000000000000000000000000000000000000000000000000000000000014017778975996,0.827355466300677,0.108,0.002,0.000000000000000000000000000000000000000000000000000000000000000328016028038307,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Errfi1,0.000000000000000000000000000000318173688122041,0.827029175009088,0.214,0.06,0.00000000000000000000000000744526430205577,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ccnd1,0.00000000000000000000000304846307185909,0.826621300847191,0.241,0.087,0.0000000000000000000713340358815027,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fblim1,0.0000000000000000000000000000824971715414103,0.814091671168257,0.156,0.032,0.000000000000000000000001930433814069,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Csrp2,0.000000000000000000000000000000000000000179399812497447,0.813757841909372,0.168,0.026,0.00000000000000000000000000000000000419795561244025,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Wipi1,0.000000000000000000000000000000000349003228401067,0.811316511520496,0.143,0.022,0.00000000000000000000000000000816667554458497,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Maged1,0.00000000000000000000000000000000000117257478357733,0.811031948294027,0.17,0.029,0.0000000000000000000000000000000274382499357096,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Hspb1,0.00000000000000000000000000000000363736329639733,0.807017124835698,0.187,0.041,0.0000000000000000000000000000851143011356976,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Medag,0.00000000000000000000000000000000000000000000676716596984968,0.802320612357916,0.11,0.006,0.000000000000000000000000000000000000000158351683694482,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Dkk3,0.000000000000000000000000000000000000000000213942971168714,0.795713982273148,0.112,0.007,0.00000000000000000000000000000000000000500626552534791,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Dpysl3,0.000000000000000000000000000000000000000000000000000000000152069214744412,0.794402468635994,0.129,0.007,0.00000000000000000000000000000000000000000000000000000355841962501924,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Copz2,0.0000000000000000000000000000000746256927513785,0.792713447755911,0.114,0.014,0.00000000000000000000000000174624121038226,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Crispld2,0.000000000000000000000000000000000000000397508388360906,0.787861766738944,0.114,0.01,0.00000000000000000000000000000000000930169628764519,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Kdelr2,0.000000000000000000000000000000000408893703849605,0.786644210152351,0.218,0.054,0.00000000000000000000000000000956811267008075,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ifitm3,0.0000000000000000000000000000000000000000000000000000000000000000000000406730491775573,0.785310181970991,0.569,0.207,0.000000000000000000000000000000000000000000000000000000000000000000951749350754841,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Emp1,0.000000000000000000000000000000638596170329407,0.784895211131917,0.241,0.073,0.0000000000000000000000000149431503857081,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Mgll,0.0000000000000000000000000000000000232023558284713,0.782631127606534,0.174,0.035,0.000000000000000000000000000000542935126386228,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Csrp1,0.0000000000000000000000000000000000000000150327138309373,0.780864076505668,0.191,0.034,0.000000000000000000000000000000000000351765503643934,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Hbegf,0.0000000000000000000000000000000000738993708470836,0.774834177066545,0.129,0.017,0.00000000000000000000000000000172924527782176,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Hspd1,0.00000000000000000000000169408820702457,0.772741960626639,0.322,0.139,0.0000000000000000000396416640443749,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Kdelr3,0.0000000000000000000000000000000000000000000000000000000000000000013539073577387,0.771690414800781,0.133,0.005,0.0000000000000000000000000000000000000000000000000000000000000316814321710857,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Golim4,0.000000000000000000000011120751516621,0.771688485118458,0.154,0.038,0.000000000000000000260225585488932,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Slc25a4,0.000000000000000000000000000000000000000898134791141714,0.768749422774819,0.425,0.171,0.0000000000000000000000000000000000210163541127161,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ltbp1,0.000000000000000000000000000000000000000000000000000000000215999312819294,0.76124214488624,0.131,0.007,0.00000000000000000000000000000000000000000000000000000505438391997148,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Rpl27,0.00000000000000000000000000473656882808086,0.758355817671806,0.176,0.043,0.000000000000000000000110835710577092,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nexn,0.0000000000000000000000000000000000000000000000000876090909690918,0.757041836410064,0.114,0.006,0.00000000000000000000000000000000000000000000205005272867675,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nes,0.00000000000000000000000000000000034012539504483,0.756094938791958,0.11,0.012,0.00000000000000000000000000000795893424404901,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Gm14005,0.00000000000000000000000000000000126484647737789,0.755727990131569,0.162,0.03,0.0000000000000000000000000000295974075706427,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ppfibp1,0.00000000000000000000000000000000000000000383548813721172,0.753069420342328,0.195,0.036,0.0000000000000000000000000000000000000897504224107542,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Mmp14,0.00000000000000000000000989644022304522,0.752257958328571,0.164,0.042,0.000000000000000000231576701219258,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Morf4l2,0.000000000000000000000000000000415398131867491,0.746977576195048,0.251,0.076,0.0000000000000000000000000097203162856993,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ncl,0.000000000000000000000000000000875637506987298,0.745814336088791,0.548,0.322,0.0000000000000000000000000204899176635028,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Eif4ebp1,0.0000000000000000000000000672268125453142,0.744383246471682,0.216,0.067,0.00000000000000000000157310741356035,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Vmp1,0.000000000000000000599563007227672,0.739289409384459,0.22,0.09,0.0000000000000140297743691275,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Gpm6b,0.0000000000000000000000000000000000000000000000599023376293841,0.736901499138734,0.106,0.005,0.00000000000000000000000000000000000000000140171470052759,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Gpx8,0.0000000000000000000000000000000000820712486277375,0.72870360793302,0.176,0.035,0.00000000000000000000000000000192046721788906,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Myl12a,0.000000000000000000000000000000000000000296899795502778,0.727437154873718,0.593,0.337,0.000000000000000000000000000000000006947455214765,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Id3,0.000000000000000000000000000000000000000030516233692317,0.724404564673135,0.247,0.065,0.000000000000000000000000000000000000714079868400217,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Anln,0.0000000000000000000000000788078415801186,0.717230421392465,0.104,0.015,0.00000000000000000000184410349297477,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Colec12,0.000000000000000000000000000000000000000000109838242212293,0.71361760153201,0.154,0.021,0.00000000000000000000000000000000000000257021486776766,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fkbp11,0.00000000000000000000000000000000129571732600824,0.708172931315252,0.112,0.012,0.0000000000000000000000000000303197854285927,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Serpinb6a,0.00000000000000000000014404542849039,0.706945489908011,0.27,0.107,0.00000000000000000337066302667513,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Rpl22l1,0.00000000000000000000000000000000379914115935704,0.702728112164918,0.5,0.251,0.0000000000000000000000000000888999031289546,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Ptgis,0.0000000000000000000000000000000000000000576257801278939,0.690393150134308,0.139,0.02,0.00000000000000000000000000000000000134844325499272,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Arf4,0.000000000000000000000157855265900843,0.68906643493416,0.264,0.103,0.00000000000000000369381322207973,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Denr,0.0000000000000000000000309738988451047,0.68729761298395,0.243,0.088,0.00000000000000000072478923297545,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tubb5,0.000000000000000000000000000430113090527361,0.680950223052622,0.378,0.166,0.0000000000000000000000100646463183403,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Pdap1,0.000000000000000000163497709854171,0.678836753600736,0.278,0.121,0.0000000000000038258464105876,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Rhoj,0.0000000000000000000000000000000000000000020175157748353,0.675969236953944,0.16,0.027,0.000000000000000000000000000000000000047209869131146,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Slc20a1,0.000000000000000000000000000254594498228037,0.674415909219856,0.11,0.015,0.00000000000000000000000595751125853607,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Nudt4,0.00000000000000000000000973074422245063,0.674127183040032,0.181,0.052,0.000000000000000000227699414805345,18,Myofibroblasts,Fibroblasts,Fibroblasts,
P4hb,0.0000000000000000000000109790427849262,0.674001319351609,0.373,0.178,0.000000000000000000256909601167274,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Actn1,0.0000000000000000000000362670170605694,0.673049393171884,0.241,0.087,0.000000000000000000848648199217325,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Cp,0.000000000000000000276550090653072,0.672005361437564,0.191,0.069,0.00000000000000647127212128188,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Akr1b8,0.00000000000000000000000000000112208592198801,0.671751705454903,0.131,0.021,0.0000000000000000000000000262568105745193,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Pdlim7,0.00000000000000000000000105565310732011,0.67033862008348,0.12,0.021,0.0000000000000000000247022827112905,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tm4sf1,0.000000000000000000000000000000000000000334418389128901,0.668678890261511,0.224,0.056,0.00000000000000000000000000000000000782539030561629,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Vcl,0.000000000000000000000000000000000000405017109287007,0.666666696413178,0.143,0.02,0.00000000000000000000000000000000947740035731595,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Pofut2,0.000000000000000000000000359929628374668,0.665877952798523,0.156,0.037,0.00000000000000000000842235330396722,18,Myofibroblasts,Fibroblasts,Fibroblasts,
2015-09-01 00:00:00,0.000000000000000000000748252443888731,0.663646051032348,0.371,0.183,0.0000000000000000175091071869963,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Fgfr1,0.000000000000000000000000000000495648029512836,0.663543927383209,0.112,0.014,0.0000000000000000000000000115981638906004,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Tmsb10,0.00000000000000000000000000000000000000000012861556157434,0.660476172569921,0.681,0.405,0.00000000000000000000000000000000000000300960414083955,18,Myofibroblasts,Fibroblasts,Fibroblasts,
Orc5,0.0000000000000000000000000000000239229650225025,0.658993963414618,0.427,0.197,0.000000000000000000000000000559797381526558,18,Myofibroblasts,Fibroblasts,Fibroblasts,
